,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Occipital_Inf_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08278303048199231,0.016017773980292697,0.09646167940362435,,0.06387271854965333,,,,,,0.44758234684791215,,,,,0.06520965505854275,1.0,0.09988332804543527,0.2823257350878878,,,,,,,,,,,,,,,,,,,,,,,,,-0.16743922231173083,0.09842140047385775,0.02995934531065193,-0.007865186195970176,-0.16741379500885373,0.053492004201681424,0.15291497767964968,0.18001784776222127,0.23942579714719547,0.1791785163910969,0.20438487358143506,0.1794996083926369,0.10885911098193919,0.11138812156901629,0.16416673939759868,0.14715133524249457,0.20146151460056436,0.22959800144369713,0.17210077570050514,0.1552303183343063,0.15887625124462681,0.1963913218170859,0.13573008892613994,0.1531816291900639,0.13493089323327204,0.05613520540818068,0.01932477652795777,0.08181878528125662,-0.15291575530180382,0.1262518147104661,0.20276423850134231,0.1874724494283693,0.18450074490769888,0.17504488956238906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21575888046649114,0.07230555575453815,,0.13398640337491338
Fusiform_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11202753625676394,0.193909930758246,0.127828141687641,,0.004117854710638102,,,,,,0.0628322587394169,,,,,0.015291737931700002,0.09988332804543527,1.0,0.3255505761082718,,,,,,,,,,,,,,,,,,,,,,,,,0.02362641717937618,0.09742510932973444,0.10525673500982075,0.06472745920744682,0.3373390617722454,-0.03128234306396372,0.5365474869693764,0.20523718130932103,0.030039267995537786,-0.1525523146650573,-0.12502551551218752,-0.18361842887175756,0.03357572953456687,0.025487808702303928,0.13404475040934885,-0.034146101253325095,0.08946702960302928,0.0034847575335288186,-0.2555166429797874,-0.21375417000943878,-0.1744493066541157,-0.011897975434066144,-0.16627506470592657,-0.0853106232534446,0.54199572743943,-0.1458882389415501,-0.031970233069387004,0.03267715987208317,0.02881852709080878,-0.006651085418878732,-0.10102587527193142,-0.05749827526833906,-0.07798045374876804,-0.004319203517349644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411279200218322,0.08448550988544277,,0.13718890754139745
Fusiform_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2552444021231042,0.05247808545414948,0.47893388702051315,,0.0871896799543815,,,,,,0.19884811557833326,,,,,0.20319663380506622,0.2823257350878878,0.3255505761082718,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.5231102653570033,0.11356635273536088,-0.0350635445590407,0.07109987534472795,-0.5216810871291303,0.32076555980571686,0.6257174808680552,0.5917228376704932,0.6508169941159568,0.5659472564530279,0.6135656840206488,0.5099068584092622,0.37411782507307556,0.3234865972607092,0.6166254775410205,0.5044203336993184,0.6454711191684485,0.6197285315125788,0.521696198146099,0.4171155798724647,0.6265880587550496,0.6846088424559705,0.43955710290404937,0.635682250093533,0.48751020518166255,0.41772150138823094,0.3706111517803382,0.3987728172111661,-0.02083012281416546,0.3137026618441806,0.5889220313377352,0.6529113736633827,0.6406921797146545,0.6466460775911222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3266118022533403,0.18527835512090945,,0.10601520136295374
Postcentral_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcentral_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Inf_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Inf_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupraMarginal_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupraMarginal_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angular_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angular_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precuneus_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precuneus_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracentral_Lobule_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracentral_Lobule_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caudate_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caudate_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putamen_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putamen_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pallidum_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pallidum_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heschl_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heschl_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal_Pole_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09076746596208936,0.3015877392240962,-0.18420311676026002,,-0.014813271107403193,,,,,,-0.16574338628740928,,,,,-0.08530563834703307,-0.16743922231173083,0.02362641717937618,-0.5231102653570033,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.12364924444951093,0.14266205679232627,0.009599307664943008,0.7913728704744614,-0.03645580977545888,-0.3359397496855169,-0.18662622186624128,-0.532057940418841,-0.4631929748547041,-0.47286434118335935,-0.3724902352113443,-0.20474170494392344,-0.19469186038900274,-0.3992424356033575,-0.3200369022233133,-0.4840233744576567,-0.4068127985980401,-0.4523070609251043,-0.2682184165682325,-0.6219762832096556,-0.5959588814585425,-0.3532683372192372,-0.5140886612535308,-0.3564882314112063,-0.4600665060454012,-0.22399278483677604,-0.26535415098880366,0.019833434110255364,-0.17061620201166555,-0.4580588897446906,-0.5112196469363843,-0.4864754069934844,-0.44660621669907113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23223347271967165,-0.13176212402868548,,-0.10287336720962167
Temporal_Pole_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009063829782889367,-0.005488151981807434,0.009986957144439793,,0.010726975488786886,,,,,,-0.014712493527940894,,,,,0.03879033653922851,0.09842140047385775,0.09742510932973444,0.11356635273536088,,,,,,,,,,,,,,,,,,,,,,,,,-0.12364924444951093,1.0,-0.070215446705869,0.053316710221623556,-0.07829805976787332,0.2719321452604264,0.13055382042486519,0.04367554393860957,0.06502642030238187,0.06992915482608461,0.057839771822379156,0.08327955287413451,0.033511829479312916,0.12062481758108073,0.04520875479200704,0.07377476016721328,0.11602384577887294,0.09080596018745928,0.04271909467423545,0.05844351609545461,0.04129503453107164,0.0989860377823728,0.06324787956622173,0.05683973073879577,0.044710320239700486,0.05207847032325946,0.045399824246598094,0.06513937097210806,-0.022463946570319252,0.038729742849822245,0.11846083207761758,0.09770585992134158,0.08789110959149471,0.09589293199649919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04137884737825923,0.008784245201874314,,-0.0722480528283518
Temporal_Mid_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026850362895161007,0.24871304163918043,0.05171658651445752,,0.03048106503672162,,,,,,-0.04298159529132454,,,,,0.11402148354071547,0.02995934531065193,0.10525673500982075,-0.0350635445590407,,,,,,,,,,,,,,,,,,,,,,,,,0.14266205679232627,-0.070215446705869,1.0,0.10528518617722292,0.12228164818159136,-0.024554038667065275,-0.00010010303336957719,0.04783050400349011,-0.03133090549021553,0.058827104131346675,0.007478285156657725,0.06954902415132995,-0.05322946361507301,-0.037205330714291975,0.07064811951218711,0.056643660255728416,0.05720370423455502,0.018964324275601303,-0.019890086264612493,0.07727550870793795,-0.10442138026914802,-0.015327467994793864,0.040684105586011786,0.01570203369851694,-0.15636461376458977,-0.09172040776957448,0.12675001726531887,0.11821964872480517,0.015471988463090136,0.04328591692576134,0.07662162264353972,0.022716423239598684,0.03214894081640726,0.04960605712903983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038754778559520045,0.007737886375026515,,-0.09170228574633651
Temporal_Mid_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06697133676872087,0.10947204394432018,0.16612078375427233,,0.029504203270411228,,,,,,-0.0319248752628328,,,,,0.07361579691102198,-0.007865186195970176,0.06472745920744682,0.07109987534472795,,,,,,,,,,,,,,,,,,,,,,,,,0.009599307664943008,0.053316710221623556,0.10528518617722292,1.0,0.04452569160415139,0.0784968844347262,0.10126730603673861,0.24363939143700325,0.02817446525881272,0.03645774222350858,-0.004294716636668728,0.0313044858104135,-0.07819527715075338,0.03686142913214191,0.07177940131387586,0.016207244941408717,0.034353790886892166,0.00046204203610654025,-0.026252539442529928,0.03569503596453047,0.005997795993461241,0.042815483055178384,0.04583405699219581,0.050442167176947016,0.013074397843068995,0.05559830675145666,0.021794395518015302,0.04532215428631679,0.10593869936743046,-0.009803374795727963,0.035311370841683065,0.043920566068598364,0.011920011549593252,0.03714857003726251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060660868251449916,0.009597433350927933,,-0.015816466451025378
Temporal_Pole_Mid_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1168343669502329,0.2409111071216882,-0.2735221995043528,,0.0016875762511422052,,,,,,-0.1390080421460389,,,,,-0.13700979031574553,-0.16741379500885373,0.3373390617722454,-0.5216810871291303,,,,,,,,,,,,,,,,,,,,,,,,,0.7913728704744614,-0.07829805976787332,0.12228164818159136,0.04452569160415139,1.0,-0.054934652900151044,-0.2465343348892195,-0.22350644621824903,-0.6745010798621282,-0.714480544651249,-0.6986043221841668,-0.6279309734645485,-0.28850246568969024,-0.3129944171875569,-0.5224166593670642,-0.5055922105719707,-0.6389024774974403,-0.5910839832529895,-0.7042477238845982,-0.5368124991990634,-0.7075341744804253,-0.7335867700011306,-0.5303870570739052,-0.6742669824665174,-0.14668409471482724,-0.5466825666147338,-0.3524945267391165,-0.35453752717357745,0.07032711040641652,-0.28589235719407985,-0.6919607352444884,-0.6867734070657382,-0.6946044879207698,-0.6642774479859819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24874523547226796,-0.12153620520355347,,-0.035929274049976964
Temporal_Pole_Mid_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04420690119004097,0.15996923878053756,0.1096293957406174,,-0.05050570078014234,,,,,,-0.031351580231579794,,,,,0.04242758264056795,0.053492004201681424,-0.03128234306396372,0.32076555980571686,,,,,,,,,,,,,,,,,,,,,,,,,-0.03645580977545888,0.2719321452604264,-0.024554038667065275,0.0784968844347262,-0.054934652900151044,1.0,0.0019557126774632882,0.2926468123562669,0.18834368881989266,0.21721223652840052,0.25675430596989635,0.24445586583911838,0.15018755386437382,0.07513397684240118,0.15224985136887875,0.10212791216198386,0.11021109748411438,0.20452542336410626,0.27579163252658,0.2131496223889108,0.34395032518806457,0.2510510269970628,0.2386055309989843,0.30561504953136526,0.011775300712560628,0.1902595894479741,0.18065319752162676,0.14941384342159633,-0.021592756187184765,0.13323862993365373,0.23508526463887852,0.2563420885452609,0.2476810715965609,0.22366767571574572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036548818519049536,0.059010085672199494,,-0.09281983472075907
Temporal_Inf_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1705926202297481,-0.041122020771543824,0.3490821351970477,,0.06555382906752637,,,,,,0.09528716279760936,,,,,0.13678264552890967,0.15291497767964968,0.5365474869693764,0.6257174808680552,,,,,,,,,,,,,,,,,,,,,,,,,-0.3359397496855169,0.13055382042486519,-0.00010010303336957719,0.10126730603673861,-0.2465343348892195,0.0019557126774632882,1.0,0.41128327864546943,0.49575915702381806,0.27667958815688365,0.29564249798080283,0.18756246908645255,0.18064753365210012,0.26019274379896573,0.4602401331383397,0.32631802807174326,0.5542155863877111,0.36967038246199624,0.149222336511783,0.11190189801110434,0.2313899859182669,0.39028053687074993,0.12957854918073267,0.31749400094066155,0.5771407073907812,0.23924077610050662,0.20165046150154534,0.2327267311307903,-0.08726946697635056,0.18279721728076992,0.3341464794998625,0.3373543813661287,0.3263004929740354,0.3885726324475725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2725848109012229,0.15784558760312456,,0.0884477250135728
Temporal_Inf_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1633807081292557,0.0945666352284092,0.270969324352534,,0.01856879995057686,,,,,,0.12000493352412148,,,,,0.1554344765939029,0.18001784776222127,0.20523718130932103,0.5917228376704932,,,,,,,,,,,,,,,,,,,,,,,,,-0.18662622186624128,0.04367554393860957,0.04783050400349011,0.24363939143700325,-0.22350644621824903,0.2926468123562669,0.41128327864546943,1.0,0.3943412214907339,0.34601001572244705,0.34965100499793933,0.28885540750513794,0.25968148907512584,0.23092168516828232,0.3818137760352397,0.34612273559464235,0.3966926795452912,0.3857960235058564,0.2713944736141205,0.2158059757206936,0.30137955609730815,0.37438497794929393,0.21379789810163566,0.3772406042752128,0.2205627996677407,0.201060899163249,0.26541358006568644,0.21046738409016197,-0.03802624100316984,0.20807842736978813,0.34112367283643386,0.38765589631984065,0.3673228405210611,0.3971678002672962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28883023494160814,0.1415163710634789,,0.09214128579410528
Cerebellum_Crus1_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201341210872928,0.12183090042095954,0.3595060248185346,,0.019142133626945085,,,,,,0.14802406392921064,,,,,0.2694874647614352,0.23942579714719547,0.030039267995537786,0.6508169941159568,,,,,,,,,,,,,,,,,,,,,,,,,-0.532057940418841,0.06502642030238187,-0.03133090549021553,0.02817446525881272,-0.6745010798621282,0.18834368881989266,0.49575915702381806,0.3943412214907339,1.0,0.758415805571155,0.7792558874952137,0.732232031124408,0.3615761840009639,0.35058343095503597,0.6549815774576898,0.5208802963652587,0.7716399687066576,0.6656904536485231,0.6968238986266739,0.6467332763814416,0.7025663352723235,0.8092541428717046,0.6460830565209311,0.7638407864123061,0.28403258491976835,0.46616928483934,0.3790677932422574,0.3805892034554042,-0.09436837110622684,0.31706561920182424,0.7306169105666263,0.7576062391353154,0.78943049545569,0.7387397442982311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31176628016638036,0.1682955629207702,,0.04903637284027375
Cerebellum_Crus1_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13728998789193503,0.2881090952540509,0.357470629153938,,-0.0552820121235816,,,,,,0.09818981303897563,,,,,0.2304448298739838,0.1791785163910969,-0.1525523146650573,0.5659472564530279,,,,,,,,,,,,,,,,,,,,,,,,,-0.4631929748547041,0.06992915482608461,0.058827104131346675,0.03645774222350858,-0.714480544651249,0.21721223652840052,0.27667958815688365,0.34601001572244705,0.758415805571155,1.0,0.8635394222619989,0.8842156246509281,0.37880562463241474,0.3239846642693601,0.6540150077978724,0.5441972874534522,0.6560662099591876,0.7384952180000016,0.8143634770376802,0.805699773682366,0.6943064780960961,0.8529074399865255,0.7685172917172858,0.8638602363733834,0.03215358391567698,0.5193911471949301,0.48267195928014506,0.457571715722607,-0.0935531058463378,0.31347765185033466,0.840545049127661,0.8422629565503498,0.8839338734331198,0.8547583980227165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2723629250355309,0.15311523929792126,,-0.02791579422034264
